NAME,GEO_ID,S0101_C01_001E,S1810_C01_001E,S1810_C02_001E,S1810_C03_001E,state,county,tract
"Census Tract 1009.29, Chesterfield County, Virginia",51041100929,6017,6017,444,7.4,51,41,100929
"Census Tract 1009.30, Chesterfield County, Virginia",51041100930,3766,3748,234,6.2,51,41,100930
"Census Tract 1009.31, Chesterfield County, Virginia",51041100931,5396,5383,499,9.3,51,41,100931
"Census Tract 1009.32, Chesterfield County, Virginia",51041100932,3295,3283,213,6.5,51,41,100932
"Census Tract 1009.33, Chesterfield County, Virginia",51041100933,2807,2793,275,9.8,51,41,100933
"Census Tract 1009.34, Chesterfield County, Virginia",51041100934,6193,6185,623,10.1,51,41,100934
"Census Tract 1009.35, Chesterfield County, Virginia",51041100935,4399,4379,304,6.9,51,41,100935
"Census Tract 1009.36, Chesterfield County, Virginia",51041100936,4123,4123,347,8.4,51,41,100936
"Census Tract 1009.37, Chesterfield County, Virginia",51041100937,3807,3802,469,12.3,51,41,100937
"Census Tract 1009.38, Chesterfield County, Virginia",51041100938,8228,8147,341,4.2,51,41,100938
"Census Tract 1010.03, Chesterfield County, Virginia",51041101003,11196,11170,767,6.9,51,41,101003
"Census Tract 1010.04, Chesterfield County, Virginia",51041101004,4933,4933,484,9.8,51,41,101004
"Census Tract 1010.07, Chesterfield County, Virginia",51041101007,6556,6541,855,13.1,51,41,101007
"Census Tract 1010.08, Chesterfield County, Virginia",51041101008,5706,5679,431,7.6,51,41,101008
"Census Tract 1010.09, Chesterfield County, Virginia",51041101009,8938,8922,1315,14.7,51,41,101009
"Census Tract 1010.11, Chesterfield County, Virginia",51041101011,2994,2994,404,13.5,51,41,101011
"Census Tract 1010.12, Chesterfield County, Virginia",51041101012,5431,5401,293,5.4,51,41,101012
"Census Tract 1010.13, Chesterfield County, Virginia",51041101013,3815,3815,290,7.6,51,41,101013
"Census Tract 1010.14, Chesterfield County, Virginia",51041101014,2722,2722,341,12.5,51,41,101014
"Census Tract 1010.15, Chesterfield County, Virginia",51041101015,6491,6479,661,10.2,51,41,101015
"Census Tract 101.01, Clarke County, Virginia",51043010101,4604,4476,821,18.3,51,43,10101
"Census Tract 101.02, Clarke County, Virginia",51043010102,4001,3951,358,9.1,51,43,10102
"Census Tract 102, Clarke County, Virginia",51043010200,3040,3039,356,11.7,51,43,10200
"Census Tract 103, Clarke County, Virginia",51043010300,3081,3059,411,13.4,51,43,10300
"Census Tract 501, Craig County, Virginia",51045050100,4914,4906,732,14.9,51,45,50100
"Census Tract 9301.01, Culpeper County, Virginia",51047930101,4231,4223,664,15.7,51,47,930101
"Census Tract 9301.03, Culpeper County, Virginia",51047930103,5108,5108,747,14.6,51,47,930103
"Census Tract 9301.04, Culpeper County, Virginia",51047930104,3493,3493,369,10.6,51,47,930104
"Census Tract 9302.02, Culpeper County, Virginia",51047930202,6715,6715,1323,19.7,51,47,930202
"Census Tract 9302.03, Culpeper County, Virginia",51047930203,6279,6279,522,8.3,51,47,930203
"Census Tract 9302.04, Culpeper County, Virginia",51047930204,1749,1593,151,9.5,51,47,930204
"Census Tract 9303, Culpeper County, Virginia",51047930300,7225,7225,812,11.2,51,47,930300
"Census Tract 9304, Culpeper County, Virginia",51047930400,5408,5349,480,9.0,51,47,930400
"Census Tract 9305.01, Culpeper County, Virginia",51047930501,6140,5078,509,10.0,51,47,930501
"Census Tract 9305.02, Culpeper County, Virginia",51047930502,5673,5590,803,14.4,51,47,930502
"Census Tract 9301.01, Cumberland County, Virginia",51049930101,3108,3108,351,11.3,51,49,930101
"Census Tract 9301.02, Cumberland County, Virginia",51049930102,2298,2298,319,13.9,51,49,930102
"Census Tract 9302, Cumberland County, Virginia",51049930200,4263,4263,664,15.6,51,49,930200
"Census Tract 401, Dickenson County, Virginia",51051040100,4126,3807,1169,30.7,51,51,40100
"Census Tract 402, Dickenson County, Virginia",51051040200,2368,2229,961,43.1,51,51,40200
"Census Tract 403, Dickenson County, Virginia",51051040300,4324,4324,1553,35.9,51,51,40300
"Census Tract 404, Dickenson County, Virginia",51051040400,3438,3438,963,28.0,51,51,40400
"Census Tract 8401.01, Dinwiddie County, Virginia",51053840101,2020,2020,597,29.6,51,53,840101
"Census Tract 8401.02, Dinwiddie County, Virginia",51053840102,3525,3525,432,12.3,51,53,840102
"Census Tract 8402, Dinwiddie County, Virginia",51053840200,4491,4491,775,17.3,51,53,840200
"Census Tract 8403, Dinwiddie County, Virginia",51053840300,6151,6145,930,15.1,51,53,840300
"Census Tract 8404, Dinwiddie County, Virginia",51053840400,862,528,172,32.6,51,53,840400
"Census Tract 8405, Dinwiddie County, Virginia",51053840500,4248,4185,677,16.2,51,53,840500
"Census Tract 8406.01, Dinwiddie County, Virginia",51053840601,4050,4024,502,12.5,51,53,840601
"Census Tract 8406.02, Dinwiddie County, Virginia",51053840602,2693,2693,405,15.0,51,53,840602
"Census Tract 9801, Dinwiddie County, Virginia",51053980100,0,0,0,-666666666.0,51,53,980100
"Census Tract 9506, Essex County, Virginia",51057950600,3674,3659,567,15.5,51,57,950600
"Census Tract 9507, Essex County, Virginia",51057950700,3505,3423,445,13.0,51,57,950700
"Census Tract 9508, Essex County, Virginia",51057950800,3442,3442,660,19.2,51,57,950800
"Census Tract 4151, Fairfax County, Virginia",51059415100,3559,3527,342,9.7,51,59,415100
"Census Tract 4152, Fairfax County, Virginia",51059415200,2875,2814,285,10.1,51,59,415200
"Census Tract 4153, Fairfax County, Virginia",51059415300,4066,4044,696,17.2,51,59,415300
"Census Tract 4154.01, Fairfax County, Virginia",51059415401,6461,6407,213,3.3,51,59,415401
"Census Tract 4154.02, Fairfax County, Virginia",51059415402,2657,2581,204,7.9,51,59,415402
"Census Tract 4155, Fairfax County, Virginia",51059415500,6509,6170,531,8.6,51,59,415500
"Census Tract 4156, Fairfax County, Virginia",51059415600,2737,2727,238,8.7,51,59,415600
"Census Tract 4157, Fairfax County, Virginia",51059415700,3876,3799,182,4.8,51,59,415700
"Census Tract 4158, Fairfax County, Virginia",51059415800,5007,4875,408,8.4,51,59,415800
"Census Tract 4159, Fairfax County, Virginia",51059415900,3426,3363,202,6.0,51,59,415900
"Census Tract 4160, Fairfax County, Virginia",51059416000,6491,6360,598,9.4,51,59,416000
"Census Tract 4161, Fairfax County, Virginia",51059416100,3790,3753,451,12.0,51,59,416100
"Census Tract 4162, Fairfax County, Virginia",51059416200,4993,4003,241,6.0,51,59,416200
"Census Tract 4163, Fairfax County, Virginia",51059416300,1903,1881,130,6.9,51,59,416300
"Census Tract 4201, Fairfax County, Virginia",51059420100,4663,4617,343,7.4,51,59,420100
"Census Tract 4202.01, Fairfax County, Virginia",51059420201,3766,3694,352,9.5,51,59,420201
"Census Tract 4202.02, Fairfax County, Virginia",51059420202,2311,2144,97,4.5,51,59,420202
"Census Tract 4202.03, Fairfax County, Virginia",51059420203,2867,2833,297,10.5,51,59,420203
"Census Tract 4203, Fairfax County, Virginia",51059420300,6273,6060,599,9.9,51,59,420300
"Census Tract 4204, Fairfax County, Virginia",51059420400,3458,3344,166,5.0,51,59,420400
"Census Tract 4205.01, Fairfax County, Virginia",51059420501,1048,1041,157,15.1,51,59,420501
"Census Tract 4205.02, Fairfax County, Virginia",51059420502,2636,2512,258,10.3,51,59,420502
"Census Tract 4205.03, Fairfax County, Virginia",51059420503,3486,3419,191,5.6,51,59,420503
"Census Tract 4206, Fairfax County, Virginia",51059420600,4873,4783,281,5.9,51,59,420600
"Census Tract 4207, Fairfax County, Virginia",51059420700,4923,4845,473,9.8,51,59,420700
"Census Tract 4208, Fairfax County, Virginia",51059420800,3799,3791,320,8.4,51,59,420800
"Census Tract 4210.01, Fairfax County, Virginia",51059421001,2715,2679,107,4.0,51,59,421001
"Census Tract 4210.02, Fairfax County, Virginia",51059421002,5533,5236,450,8.6,51,59,421002
"Census Tract 4211.01, Fairfax County, Virginia",51059421101,5736,5607,536,9.6,51,59,421101
"Census Tract 4211.02, Fairfax County, Virginia",51059421102,3550,3479,397,11.4,51,59,421102
"Census Tract 4211.03, Fairfax County, Virginia",51059421103,6139,5990,446,7.4,51,59,421103
"Census Tract 4212, Fairfax County, Virginia",51059421200,2138,2111,143,6.8,51,59,421200
"Census Tract 4213, Fairfax County, Virginia",51059421300,3881,3708,305,8.2,51,59,421300
"Census Tract 4214, Fairfax County, Virginia",51059421400,6505,6325,412,6.5,51,59,421400
"Census Tract 4215, Fairfax County, Virginia",51059421500,7485,7388,865,11.7,51,59,421500
"Census Tract 4216, Fairfax County, Virginia",51059421600,6519,6519,740,11.4,51,59,421600
"Census Tract 4217.01, Fairfax County, Virginia",51059421701,4879,4803,316,6.6,51,59,421701
"Census Tract 4217.02, Fairfax County, Virginia",51059421702,4695,4655,333,7.2,51,59,421702
"Census Tract 4218, Fairfax County, Virginia",51059421800,6497,6419,454,7.1,51,59,421800
"Census Tract 4219, Fairfax County, Virginia",51059421900,3247,2232,132,5.9,51,59,421900
"Census Tract 4220, Fairfax County, Virginia",51059422000,4096,3995,633,15.8,51,59,422000
"Census Tract 4221.01, Fairfax County, Virginia",51059422101,7198,6946,538,7.7,51,59,422101
"Census Tract 4221.02, Fairfax County, Virginia",51059422102,6919,6812,443,6.5,51,59,422102
"Census Tract 4222.01, Fairfax County, Virginia",51059422201,3699,3680,331,9.0,51,59,422201
"Census Tract 4222.02, Fairfax County, Virginia",51059422202,7687,7391,387,5.2,51,59,422202
"Census Tract 4223.01, Fairfax County, Virginia",51059422301,2869,2823,199,7.0,51,59,422301
"Census Tract 4223.02, Fairfax County, Virginia",51059422302,6513,6314,380,6.0,51,59,422302
"Census Tract 4224.01, Fairfax County, Virginia",51059422401,2737,2650,337,12.7,51,59,422401
"Census Tract 4224.02, Fairfax County, Virginia",51059422402,5370,5183,302,5.8,51,59,422402
"Census Tract 4224.03, Fairfax County, Virginia",51059422403,3107,3059,200,6.5,51,59,422403
"Census Tract 4301.01, Fairfax County, Virginia",51059430101,4674,4601,266,5.8,51,59,430101
"Census Tract 4301.02, Fairfax County, Virginia",51059430102,3014,3014,296,9.8,51,59,430102
"Census Tract 4302.01, Fairfax County, Virginia",51059430201,4433,4393,352,8.0,51,59,430201
"Census Tract 4302.02, Fairfax County, Virginia",51059430202,5402,5379,279,5.2,51,59,430202
"Census Tract 4302.03, Fairfax County, Virginia",51059430203,2801,2801,184,6.6,51,59,430203
"Census Tract 4304, Fairfax County, Virginia",51059430400,6564,6521,464,7.1,51,59,430400
"Census Tract 4305, Fairfax County, Virginia",51059430500,1520,1511,191,12.6,51,59,430500
"Census Tract 4306, Fairfax County, Virginia",51059430600,6932,6932,419,6.0,51,59,430600
"Census Tract 4307, Fairfax County, Virginia",51059430700,2841,2829,235,8.3,51,59,430700
"Census Tract 4308.01, Fairfax County, Virginia",51059430801,4268,4209,479,11.4,51,59,430801
"Census Tract 4308.02, Fairfax County, Virginia",51059430802,4145,4049,329,8.1,51,59,430802
"Census Tract 4309.01, Fairfax County, Virginia",51059430901,4734,4687,294,6.3,51,59,430901
"Census Tract 4309.02, Fairfax County, Virginia",51059430902,3593,3573,242,6.8,51,59,430902
"Census Tract 4310.01, Fairfax County, Virginia",51059431001,6080,6046,396,6.5,51,59,431001
"Census Tract 4310.02, Fairfax County, Virginia",51059431002,2182,2150,160,7.4,51,59,431002
"Census Tract 4313, Fairfax County, Virginia",51059431300,4691,4574,524,11.5,51,59,431300
"Census Tract 4314, Fairfax County, Virginia",51059431400,4538,4508,340,7.5,51,59,431400
"Census Tract 4315, Fairfax County, Virginia",51059431500,5877,5719,329,5.8,51,59,431500
"Census Tract 4316.01, Fairfax County, Virginia",51059431601,1841,1719,1063,61.8,51,59,431601
"Census Tract 4316.02, Fairfax County, Virginia",51059431602,6473,6379,653,10.2,51,59,431602
"Census Tract 4318.01, Fairfax County, Virginia",51059431801,4155,4138,133,3.2,51,59,431801
"Census Tract 4318.02, Fairfax County, Virginia",51059431802,3279,3240,229,7.1,51,59,431802
"Census Tract 4319, Fairfax County, Virginia",51059431900,3238,3206,299,9.3,51,59,431900
"Census Tract 4320, Fairfax County, Virginia",51059432000,3689,3656,277,7.6,51,59,432000
"Census Tract 4321, Fairfax County, Virginia",51059432100,3791,3732,296,7.9,51,59,432100
"Census Tract 4322.01, Fairfax County, Virginia",51059432201,2563,2558,99,3.9,51,59,432201
"Census Tract 4322.02, Fairfax County, Virginia",51059432202,4710,4529,410,9.1,51,59,432202
"Census Tract 4323, Fairfax County, Virginia",51059432300,5249,5162,459,8.9,51,59,432300
"Census Tract 4324.01, Fairfax County, Virginia",51059432401,3009,2935,204,7.0,51,59,432401
"Census Tract 4324.02, Fairfax County, Virginia",51059432402,5342,5247,274,5.2,51,59,432402
"Census Tract 4325, Fairfax County, Virginia",51059432500,6233,6171,518,8.4,51,59,432500
"Census Tract 4326, Fairfax County, Virginia",51059432600,4960,4869,244,5.0,51,59,432600
"Census Tract 4327.01, Fairfax County, Virginia",51059432701,3283,3193,361,11.3,51,59,432701
"Census Tract 4327.02, Fairfax County, Virginia",51059432702,4110,4093,201,4.9,51,59,432702
"Census Tract 4328, Fairfax County, Virginia",51059432800,2134,2079,131,6.3,51,59,432800
"Census Tract 4401, Fairfax County, Virginia",51059440100,7771,7690,680,8.8,51,59,440100
"Census Tract 4402.01, Fairfax County, Virginia",51059440201,3726,3642,162,4.4,51,59,440201
"Census Tract 4402.02, Fairfax County, Virginia",51059440202,7364,7119,350,4.9,51,59,440202
"Census Tract 4403, Fairfax County, Virginia",51059440300,2804,2785,222,8.0,51,59,440300
"Census Tract 4405.01, Fairfax County, Virginia",51059440501,4677,4650,439,9.4,51,59,440501
"Census Tract 4405.03, Fairfax County, Virginia",51059440503,5401,5389,510,9.5,51,59,440503
"Census Tract 4405.04, Fairfax County, Virginia",51059440504,901,0,0,-666666666.0,51,59,440504
"Census Tract 4405.05, Fairfax County, Virginia",51059440505,1265,1241,91,7.3,51,59,440505
"Census Tract 4406, Fairfax County, Virginia",51059440600,3261,3261,219,6.7,51,59,440600
"Census Tract 4407.01, Fairfax County, Virginia",51059440701,2798,2785,266,9.6,51,59,440701
"Census Tract 4407.02, Fairfax County, Virginia",51059440702,5734,5707,437,7.7,51,59,440702
"Census Tract 4408, Fairfax County, Virginia",51059440800,6059,5999,351,5.9,51,59,440800
"Census Tract 4501, Fairfax County, Virginia",51059450100,6573,6573,316,4.8,51,59,450100
"Census Tract 4502, Fairfax County, Virginia",51059450200,4502,4479,177,4.0,51,59,450200
"Census Tract 4503, Fairfax County, Virginia",51059450300,5342,5337,516,9.7,51,59,450300
"Census Tract 4504, Fairfax County, Virginia",51059450400,2623,2623,250,9.5,51,59,450400
"Census Tract 4505, Fairfax County, Virginia",51059450500,2824,2824,275,9.7,51,59,450500
"Census Tract 4506.01, Fairfax County, Virginia",51059450601,4184,4162,281,6.8,51,59,450601
"Census Tract 4506.02, Fairfax County, Virginia",51059450602,4698,4675,503,10.8,51,59,450602
"Census Tract 4507.01, Fairfax County, Virginia",51059450701,2778,2778,176,6.3,51,59,450701
"Census Tract 4507.02, Fairfax County, Virginia",51059450702,4820,4792,202,4.2,51,59,450702
"Census Tract 4508, Fairfax County, Virginia",51059450800,3666,3666,458,12.5,51,59,450800
"Census Tract 4509, Fairfax County, Virginia",51059450900,1776,1769,196,11.1,51,59,450900
"Census Tract 4510, Fairfax County, Virginia",51059451000,3108,2920,324,11.1,51,59,451000
"Census Tract 4511, Fairfax County, Virginia",51059451100,2649,2620,232,8.9,51,59,451100
"Census Tract 4512, Fairfax County, Virginia",51059451200,1700,1700,86,5.1,51,59,451200
"Census Tract 4513, Fairfax County, Virginia",51059451300,2637,2620,204,7.8,51,59,451300
"Census Tract 4514, Fairfax County, Virginia",51059451400,3664,3624,320,8.8,51,59,451400
"Census Tract 4515.01, Fairfax County, Virginia",51059451501,5527,5507,676,12.3,51,59,451501
"Census Tract 4515.02, Fairfax County, Virginia",51059451502,5304,5237,517,9.9,51,59,451502
"Census Tract 4516.01, Fairfax County, Virginia",51059451601,6369,6368,87,1.4,51,59,451601
"Census Tract 4516.02, Fairfax County, Virginia",51059451602,2806,2797,372,13.3,51,59,451602
"Census Tract 4518, Fairfax County, Virginia",51059451800,3597,3591,401,11.2,51,59,451800
"Census Tract 4519, Fairfax County, Virginia",51059451900,4566,4546,471,10.4,51,59,451900
"Census Tract 4520, Fairfax County, Virginia",51059452000,3039,3033,437,14.4,51,59,452000
"Census Tract 4521.01, Fairfax County, Virginia",51059452101,5138,5138,419,8.2,51,59,452101
"Census Tract 4521.02, Fairfax County, Virginia",51059452102,3256,3004,299,10.0,51,59,452102
"Census Tract 4522, Fairfax County, Virginia",51059452200,5960,5931,690,11.6,51,59,452200
"Census Tract 4523.01, Fairfax County, Virginia",51059452301,3390,3390,542,16.0,51,59,452301
"Census Tract 4523.02, Fairfax County, Virginia",51059452302,5215,5215,184,3.5,51,59,452302
"Census Tract 4524, Fairfax County, Virginia",51059452400,7274,7184,376,5.2,51,59,452400
"Census Tract 4525.01, Fairfax County, Virginia",51059452501,3640,3640,194,5.3,51,59,452501
"Census Tract 4525.02, Fairfax County, Virginia",51059452502,4433,4422,367,8.3,51,59,452502
"Census Tract 4526, Fairfax County, Virginia",51059452600,6483,6224,383,6.2,51,59,452600
"Census Tract 4527, Fairfax County, Virginia",51059452700,5240,5205,323,6.2,51,59,452700
"Census Tract 4528.01, Fairfax County, Virginia",51059452801,5400,5344,291,5.4,51,59,452801
"Census Tract 4528.02, Fairfax County, Virginia",51059452802,3078,3078,491,16.0,51,59,452802
"Census Tract 4601, Fairfax County, Virginia",51059460100,4458,4447,245,5.5,51,59,460100
"Census Tract 4602, Fairfax County, Virginia",51059460200,4040,4040,328,8.1,51,59,460200
"Census Tract 4603, Fairfax County, Virginia",51059460300,2908,2899,146,5.0,51,59,460300
